	PC1	PC2	PC3	PC4	PC5
Oscillibacter_sp_57_20	-0.07930829062560518	0.1498911372515662	0.06553104669059219	-0.006057634479872191	-0.010381554061050055
Ruminococcus_bromii	-0.07930829062560518	0.1498911372515662	0.06553104669059219	-0.006057634479872191	-0.010381554061050055
Clostridium_sp_CAG_167	-0.07930829062560518	0.1498911372515662	0.06553104669059219	-0.006057634479872191	-0.010381554061050055
Candidatus_Gastranaerophilales_bacterium	-0.07930829062560518	0.1498911372515662	0.06553104669059219	-0.006057634479872191	-0.010381554061050055
Phascolarctobacterium_faecium	-0.07930829062560518	0.1498911372515662	0.06553104669059219	-0.006057634479872191	-0.010381554061050055
Coprococcus_comes	-0.07930829062560518	0.1498911372515662	0.06553104669059219	-0.006057634479872191	-0.010381554061050055
Ruminococcus_torques	-0.07930829062560518	0.1498911372515662	0.06553104669059219	-0.006057634479872191	-0.010381554061050055
Clostridium_sp_CAG_253	-0.07930829062560518	0.1498911372515662	0.06553104669059219	-0.006057634479872191	-0.010381554061050055
Intestinibacter_bartlettii	-0.07930829062560518	0.1498911372515662	0.06553104669059219	-0.006057634479872191	-0.010381554061050055
Blautia_wexlerae	-0.07930829062560518	0.1498911372515662	0.06553104669059219	-0.006057634479872191	-0.010381554061050055
Lactobacillus_rogosae	-0.07930829062560518	0.1498911372515662	0.06553104669059219	-0.006057634479872162	-0.03279970716130902
Bacteroides_galacturonicus	-0.07930829062560518	0.1498911372515662	0.06553104669059219	-0.006057634479872191	-0.010381554061050055
Agathobaculum_butyriciproducens	-0.07930829062560518	0.1498911372515662	0.06553104669059219	-0.006057634479872191	-0.010381554061050055
